,Name,Hospital Type,Address,Address_2,City,State,Zipcode,County,Latitude,Longitude,Staffed All Beds,Staffed ICU Beds,Licensed All Beds,All Bed Occupancy Rate,ICU Bed Occupancy Rate,Staffed All Beds - SOURCE,Staffed ICU Beds - SOURCE,Licensed All Beds - SOURCE,All Bed Occupancy Rate - SOURCE,ICU Bed Occupancy Rate - SOURCE,CCM_ID,DH-ID,HCRIS-ID,HIFLD-ID,FIPS
2880,UNIONTOWN HOSPITAL,GENERAL ACUTE CARE,500 WEST BERKELEY STREET,,UNIONTOWN,PA,15401,FAYETTE,39.90181,-79.73808000000001,149.0,15.0,160.0,0.6,0.71,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,22115401,3258.0,390041.0,22115401.0,42051
2881,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,GENERAL ACUTE CARE,1700 S 23RD ST,,FORT PIERCE,FL,34950,ST. LUCIE,27.43197,-80.34572,392.0,54.0,392.0,0.7857142857142857,0.8148148148148148,FL AHCA 2020-11-27,FL AHCA 2020-11-27,DH-NUM_LICENS,FL AHCA 2020-11-27,FL AHCA 2020-11-27,22134950,845.0,100246.0,22134950.0,12111
2882,SHRINERS HOSPITALS FOR CHILDREN,CHILDREN,815 MARKET STREET,,GALVESTON,TX,77550,GALVESTON,29.309490000000004,-94.77699,30.0,,30.0,,,DH-NUM_STAFFE,None,DH-NUM_LICENS,None,None,22177550,5634.0,,22177550.0,48167
2883,GEISINGER HEALTHSOUTH REHABILITATION HOSPITAL,REHABILITATION,16 WOODBINE LN,,DANVILLE,PA,17822,MONTOUR,40.9616,-76.57278000000001,,,42.0,,,None,None,HIFLD-BEDS,None,None,2217822,,,2217822.0,42093
2884,KAWEAH DELTA MEDICAL CENTER,GENERAL ACUTE CARE,400 WEST MINERAL KING,,VISALIA,CA,93291,TULARE,36.32784,-119.2951,403.0,41.0,448.0,0.78,0.57,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,22193291,571.0,50057.0,22193291.0,06107
2885,SUBURBAN HOSPITAL,GENERAL ACUTE CARE,8600 OLD GEORGETOWN RD,,BETHESDA,MD,20814,MONTGOMERY,38.9974,-77.11032,233.0,29.0,233.0,0.66,0.76,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,HCRIS-Total Staffed Beds,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,2220814,1765.0,210022.0,2220814.0,24031
2886,LEBANON VETERANS AFFAIRS MEDICAL CENTER,MILITARY,1700 SOUTH LINCOLN AVENUE,,LEBANON,PA,17042,LEBANON,40.31731,-76.39712,145.0,,145.0,,,DH-NUM_STAFFE,None,DH-NUM_LICENS,None,None,22217042,3275.0,,22217042.0,42075
2887,UNIVERSITY OF VIRGINIA MEDICAL CENTER,GENERAL ACUTE CARE,1215 LEE STREET,,CHARLOTTESVILLE,VA,22906,CHARLOTTESVILLE,38.03134,-78.49869,585.0,14.0,612.0,0.74831,,DH-NUM_STAFFE,DH-NUM_ICU_BE,DH-NUM_LICENS,DH-BED_UTILIZ,None,2222908,3968.0,,2222908.0,51540
2888,LEE MEMORIAL HOSPITAL,GENERAL ACUTE CARE,2776 CLEVELAND AVE,,FORT MYERS,FL,33901,LEE,26.628390000000003,-81.87402,309.0,34.0,743.0,0.7831715210355987,0.7941176470588235,FL AHCA 2020-11-27,FL AHCA 2020-11-27,HCRIS-Total Staffed Beds,FL AHCA 2020-11-27,FL AHCA 2020-11-27,22233901,766.0,100012.0,22233901.0,12071
2889,THOMAS MEMORIAL HOSPITAL,GENERAL ACUTE CARE,4605 MACCORKLE AVE SW,,SOUTH CHARLESTON,WV,25309,KANAWHA,38.35487,-81.72686999999999,178.0,16.0,241.0,0.56,,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,2225309,4087.0,510029.0,2225309.0,54039
2890,HARDTNER MEDICAL CENTER,GENERAL ACUTE CARE,1102 N PINE RD,,OLLA,LA,71465,LA SALLE,31.86066,-92.27559000000001,25.0,,35.0,0.36,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,22271465,1668.0,191315.0,22271465.0,22059
2891,UNIVERSITY OF TEXAS MEDICAL BRANCH HOSPITAL,GENERAL ACUTE CARE,301 UNIVERSITY BOULEVARD,,GALVESTON,TX,77550,GALVESTON,29.3112,-94.77716,561.0,,561.0,0.664792,,DH-NUM_STAFFE,None,DH-NUM_LICENS,DH-BED_UTILIZ,None,22277550,3671.0,,22277550.0,48167
2892,NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER,GENERAL ACUTE CARE,10030 GILEAD ROAD,,HUNTERSVILLE,NC,28078,MECKLENBURG,35.40644,-80.86026,93.0,6.0,139.0,0.81,0.8,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,2228078,2804.0,340183.0,2228078.0,37119
2893,KAWEAH DELTA REHABILITATION HOSPITAL,GENERAL ACUTE CARE,840 SOUTH AKERS,,VISALIA,CA,93277,TULARE,36.32261,-119.34793,,,61.0,,,None,None,HIFLD-BEDS,None,None,22293277,,,22293277.0,06107
2894,GHS HILLCREST MEMORIAL HOSPITAL,GENERAL ACUTE CARE,729 SE MAIN ST,,SIMPSONVILLE,SC,29681,GREENVILLE,34.72019,-82.24823,43.0,6.0,43.0,0.24,0.31,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,2229681,3384.0,420037.0,2229681.0,45045
2895,MOUNTAIN LAKES MEDICAL CENTER,CRITICAL ACCESS,196 RIDGECREST CIRCLE,,CLAYTON,GA,30525,RABUN,34.88367,-83.41469000000001,,,25.0,,,None,None,HIFLD-BEDS,None,None,2230525,,,2230525.0,13241
2896,ST JOHN VIANNEY CENTER,PSYCHIATRIC,151 WOODBINE ROAD,,DOWNINGTOWN,PA,19335,CHESTER,40.01231,-75.6835,50.0,,50.0,,,DH-NUM_STAFFE,None,DH-NUM_LICENS,None,None,22319335,5976.0,,22319335.0,42029
2897,HEALTHSOUTH REHABILITATION HOSPITAL,REHABILITATION,1736 EAST MAIN STREET,,DOTHAN,AL,36301,HOUSTON,31.217909999999996,-85.36581,51.0,0.0,51.0,0.9704002148804728,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,2236301,5494.0,13030.0,2236301.0,01069
2898,TRISTAR SKYLINE MEDICAL CENTER,GENERAL ACUTE CARE,3441 DICKERSON PIKE,,NASHVILLE,TN,37207,DAVIDSON,36.24534,-86.74962,298.0,45.0,298.0,0.82,0.79,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,HCRIS-Total Staffed Beds,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,2237207,3476.0,440006.0,2237207.0,47037
2899,BAYLOR SCOTT & WHITE MEDICAL CENTER - GARLAND,GENERAL ACUTE CARE,2300 MARIE CURIE DRIVE,,GARLAND,TX,75042,DALLAS,32.91903,-96.6619,,,113.0,,,None,None,HIFLD-BEDS,None,None,22375042,,,22375042.0,48113
2900,KAWEAH DELTA SKILLED NURSING FACILITY,GENERAL ACUTE CARE,1633 SOUTH COURT STREET,,VISALIA,CA,93277,TULARE,36.31578,-119.29248,,,54.0,,,None,None,HIFLD-BEDS,None,None,22393277,,,22393277.0,06107
2901,CLAY COUNTY MEDICAL CORPORATION,GENERAL ACUTE CARE,835 MEDICAL CENTER DRIVE,,WEST POINT,MS,39773,CLAY,33.6194,-88.66238,49.0,6.0,49.0,0.4,0.14,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,2239773,2105.0,250067.0,2239773.0,28025
2902,FLAGET MEMORIAL HOSPITAL,GENERAL ACUTE CARE,4305 NEW SHEPHERDSVILLE ROAD,,BARDSTOWN,KY,40004,NELSON,37.86165,-85.52379,40.0,4.0,40.0,0.48,0.62,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,2240004,1597.0,180025.0,2240004.0,21179
2903,WARREN GENERAL HOSPITAL,GENERAL ACUTE CARE,"TWO CRESCENT PARK WEST, PO BOX 68",,WARREN,PA,16365,WARREN,41.84333,-79.15460999999999,85.0,6.0,85.0,0.35,0.34,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,22416365,3333.0,390146.0,22416365.0,42123
2904,UF HEALTH LEESBURG HOSPITAL INC,GENERAL ACUTE CARE,600 E DIXIE AVE,,LEESBURG,FL,34748,LAKE,28.80783,-81.86831,330.0,48.0,332.0,0.6575757575757576,0.75,FL AHCA 2020-11-27,FL AHCA 2020-11-27,DH-NUM_LICENS,FL AHCA 2020-11-27,FL AHCA 2020-11-27,22434748,762.0,100084.0,22434748.0,12069
2905,BATH COUNTY COMMUNITY HOSPITAL,CRITICAL ACCESS,106 PARK LANE,,HOT SPRINGS,VA,24445,BATH,37.992909999999995,-79.83203,14.0,,25.0,0.37,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,224445,3922.0,491300.0,224445.0,51017
2906,VAN WERT COUNTY HOSPITAL,GENERAL ACUTE CARE,1250 S WASHINGTON STREET,,VAN WERT,OH,45891,VAN WERT,40.850640000000006,-84.57876,61.0,5.0,109.0,0.13,0.25,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,2245891,3011.0,360071.0,2245891.0,39161
2907,DEARBORN COUNTY HOSPITAL,GENERAL ACUTE CARE,600 WILSON CREEK RD,,LAWRENCEBURG,IN,47025,DEARBORN,39.11159,-84.8834,86.0,8.0,86.0,0.36,0.66,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,2247025,1211.0,150086.0,2247025.0,18029
2908,CORYELL MEMORIAL HOSPITAL,CRITICAL ACCESS,1507 WEST MAIN STREET,,GATESVILLE,TX,76528,CORYELL,31.435140000000004,-97.7792,25.0,4.0,25.0,0.30695900000000004,,DH-NUM_STAFFE,DH-NUM_ICU_BE,DH-NUM_LICENS,DH-BED_UTILIZ,None,22476528,4344.0,,22476528.0,48099
2909,EDWARD W SPARROW HOSPITAL,GENERAL ACUTE CARE,1215 E MICHIGAN AVENUE,,LANSING,MI,48912,INGHAM,42.7341,-84.53534,533.0,203.0,573.0,0.74,0.54,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,2248912,1884.0,230230.0,2248912.0,26065
2910,KECK HOSPITAL OF USC,GENERAL ACUTE CARE,1500 SAN PABLO STREET,,LOS ANGELES,CA,90033,LOS ANGELES,34.06203,-118.20131,301.0,64.0,401.0,0.71,0.92,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,22490033,391.0,50696.0,22490033.0,06037
2911,ALLEGHENY GENERAL HOSPITAL,GENERAL ACUTE CARE,320 EAST NORTH AVENUE,,PITTSBURGH,PA,15212,ALLEGHENY,40.45706,-80.0034,552.0,76.0,552.0,0.63,0.72,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,22515212,3205.0,390050.0,22515212.0,42003
2912,CAMC GENERAL HOSPITAL,GENERAL ACUTE CARE,501 MORRIS STREET,,CHARLESTON,WV,25301,KANAWHA,38.34792,-81.6272,822.0,135.0,822.0,0.68,0.77,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,HCRIS-Total Staffed Beds,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,225301,4086.0,510022.0,225301.0,54039
2913,ST JOSEPH HOSPITAL DBA LIBERTAS,GENERAL ACUTE CARE,1701 DOUSMAN ST,,GREEN BAY,WI,54303,BROWN,44.53382,-88.06358,32.0,,32.0,,,DH-NUM_STAFFE,None,DH-NUM_STAFFE,None,None,2254303,6326.0,,2254303.0,55009
2914,ESSENTIA HEALTH DULUTH,GENERAL ACUTE CARE,502 EAST SECOND STREET,,DULUTH,MN,55805,ST. LOUIS,46.79312,-92.09326999999999,103.0,8.0,165.0,0.53,0.34,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,2255805,2065.0,240019.0,2255805.0,27137
2915,AVERA ST MARY'S HOSPITAL,GENERAL ACUTE CARE,801 EAST SIOUX AVENUE,,PIERRE,SD,57501,HUGHES,44.3598,-100.34263,50.0,6.0,50.0,0.27,0.18,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,2257501,3428.0,430015.0,2257501.0,46065
2916,LAKE GRANBURY MEDICAL CENTER,GENERAL ACUTE CARE,1310 PALUXY ROAD,,GREENVILLE,TX,76048,HOOD,32.43249,-97.80385,48.0,12.0,73.0,0.67,0.32,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,22576048,3727.0,450596.0,22576048.0,48221
2917,NORTHWOOD DEACONESS HEALTH CENTER,CRITICAL ACCESS,4 NORTH PARK ST,,NORTHWOOD,ND,58267,GRAND FORKS,47.73511,-97.5747,12.0,,12.0,0.33,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,2258267,2851.0,351312.0,2258267.0,38035
2918,KEDREN COMMUNITY MENTAL HEALTH CENTER,PSYCHIATRIC,4211 SOUTH AVALON BOULEVARD,,LOS ANGELES,CA,90011,LOS ANGELES,34.0073,-118.26621000000002,72.0,,72.0,,,DH-NUM_STAFFE,None,DH-NUM_LICENS,None,None,22590011,5898.0,,22590011.0,06037
2919,PRAIRIE COMMUNITY HOSPITAL,CRITICAL ACCESS,312 S ADAMS,,TERRY,MT,59349,PRAIRIE,46.791129999999995,-105.3156,22.0,,22.0,0.94,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,2259349,2311.0,271309.0,2259349.0,30079
2920,ADVOCATE TRINITY HOSPITAL,GENERAL ACUTE CARE,2320 E 93RD ST,,CHICAGO,IL,60617,COOK,41.7265,-87.56723000000001,201.0,24.0,205.0,0.4,0.65,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,2260617,1070.0,140048.0,2260617.0,17031
2921,LEHIGH VALLEY HOSPITAL,GENERAL ACUTE CARE,"CEDAR CREST BLVD & I-78, PO BOX 689",,ALLENTOWN,PA,18105,LEHIGH,40.56644,-75.52288,1023.0,129.0,1023.0,0.69,0.73,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,HCRIS-Total Staffed Beds,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,22618105,3277.0,390133.0,22618105.0,42077
2922,LEESBURG REHABILITATION HOSPITAL,GENERAL ACUTE CARE,700 N PALMETTO ST,,LEESBURG,FL,34748,LAKE,28.8181,-81.8744,,,90.0,,,None,None,HIFLD-BEDS,None,None,22634748,,,22634748.0,12069
2923,MERCY HOSPITAL SPRINGFIELD,GENERAL ACUTE CARE,1235 EAST CHEROKEE STREET,,SPRINGFIELD,MO,65804,GREENE,37.178979999999996,-93.27528000000001,665.0,89.0,866.0,0.73,0.62,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,2265804,2206.0,260065.0,2265804.0,29077
2924,BAYLOR SCOTT & WHITE MEDICAL CENTER AT GRAPEVINE,GENERAL ACUTE CARE,1650 WEST COLLEGE STREET,,GROESBECK,TX,76051,TARRANT,32.93443,-97.09438,275.0,20.0,302.0,0.57,0.57,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,22676051,3805.0,450563.0,22676051.0,48439
2925,CITIZENS MEDICAL CENTER,CRITICAL ACCESS,100 E COLLEGE DRIVE,,COLBY,KS,67701,THOMAS,39.37872,-101.04439,21.0,1.0,25.0,0.51,0.04,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,2267701,5072.0,171362.0,2267701.0,20193
2926,OGALLALA COMMUNITY HOSPITAL,CRITICAL ACCESS,2601 NORTH SPRUCE ST,,OGALLALA,NE,69153,KEITH,41.15124,-101.71871999999999,18.0,,18.0,0.13,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,2269153,2373.0,281355.0,2269153.0,31101
2927,KENTFIELD REHABILITATION HOSPITAL,GENERAL ACUTE CARE,1125 SIR FRANCIS DRAKE BLVD,,KENTFIELD,CA,94914,MARIN,37.958709999999996,-122.5525,100.0,0.0,100.0,0.7825753424657534,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,HCRIS-Total Staffed Beds,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,22694914,4483.0,52043.0,22694914.0,06041
2928,ALLEN PARISH HOSPITAL,GENERAL ACUTE CARE,108 6TH AVE.,,KINDER,LA,70648,ALLEN,30.49253,-92.85602,25.0,,49.0,0.16,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,2270648,1619.0,190133.0,2270648.0,22003
2929,BAPTIST HEALTH MEDICAL CENTER - ARKADELPHIA,CRITICAL ACCESS,3050 TWIN RIVERS DRIVE,,ARKADELPHIA,AR,71923,CLARK,34.12291,-93.08882,25.0,,25.0,0.51,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,2271923,203.0,41321.0,2271923.0,05019
2930,MAIN LINE BRYN MAWR REHABILITATION HOSPITAL,REHABILITATION,"414 PAOLI PIKE, PO BOX 3007",,MALVERN,PA,19355,CHESTER,40.01036,-75.52855,148.0,0.0,148.0,0.5709181784524251,0.0,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,22719355,5047.0,393025.0,22719355.0,42029
2931,EMORY JOHNS CREEK HOSPITAL,GENERAL ACUTE CARE,6325 WEST JOHNS CROSSING,,JOHNS CREEK,GA,30097,FULTON,34.06668,-84.17663,110.0,14.0,110.0,0.6914899999999999,,DH-NUM_STAFFE,DH-NUM_ICU_BE,DH-NUM_LICENS,DH-BED_UTILIZ,None,22730097,888.0,,22730097.0,13121
2932,LEHIGH REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE,1500 LEE BLVD,,LEHIGH ACRES,FL,33936,LEE,26.61573,-81.65948,44.0,8.0,88.0,0.7727272727272727,0.5,FL AHCA 2020-11-27,FL AHCA 2020-11-27,DH-NUM_LICENS,FL AHCA 2020-11-27,FL AHCA 2020-11-27,22733936,765.0,100107.0,22733936.0,12071
2933,SAINT FRANCIS HOSPITAL MUSKOGEE,GENERAL ACUTE CARE,300 ROCKEFELLER DRIVE,,MUSKOGEE,OK,74401,MUSKOGEE,35.75246,-95.40615,264.0,24.0,320.0,0.4,0.86,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,2274401,3078.0,370025.0,2274401.0,40101
2934,SAGECREST HOSPITAL GRAPEVINE,LONG TERM CARE,4201 WILLIAM D TATE AVENUE,,GROVES,TX,76051,TARRANT,32.88953,-97.09805,60.0,15.0,60.0,0.034749,,DH-NUM_STAFFE,DH-NUM_ICU_BE,DH-NUM_STAFFE,DH-BED_UTILIZ,None,22776051,4382.0,,22776051.0,48439
2935,UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE,GENERAL ACUTE CARE,601 EAST 15TH STREET,,AUSTIN,TX,78701,TRAVIS,30.27385,-97.73383000000001,,,339.0,,,None,None,HIFLD-BEDS,None,None,2278701,,,2278701.0,48453
2936,KERN MEDICAL CENTER,GENERAL ACUTE CARE,1700 MOUNT VERNON AVENUE,,BAKERSFIELD,CA,93306,KERN,35.3825,-118.96977,222.0,12.0,222.0,0.63,0.65,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,HCRIS-Total Staffed Beds,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,22793306,306.0,50315.0,22793306.0,06029
2937,HEART OF THE ROCKIES REGIONAL MEDICAL CENTER,CRITICAL ACCESS,1000 RUSH DRIVE,,SALIDA,CO,81201,CHAFFEE,38.543209999999995,-106.00885,25.0,2.0,25.0,0.42,0.33,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,2281201,598.0,61322.0,2281201.0,08015
2938,BRADFORD REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE,116 INTERSTATE PARKWAY,,BRADFORD,PA,16701,MCKEAN,41.96119,-78.65943,107.0,5.0,107.0,0.36649899999999996,,DH-NUM_STAFFE,DH-NUM_ICU_BE,DH-NUM_LICENS,DH-BED_UTILIZ,None,22816701,3290.0,,22816701.0,42083
2939,WESTON COUNTY HEALTH SERVICES,CRITICAL ACCESS,1124 WASHINGTON BLVD,,NEWCASTLE,WY,82701,WESTON,43.84778,-104.18804,12.0,,12.0,0.599641,,DH-NUM_STAFFE,None,DH-NUM_LICENS,DH-BED_UTILIZ,None,2282701,4267.0,,2282701.0,56045
2940,FRANKLIN COUNTY MEDICAL CENTER,GENERAL ACUTE CARE,44 NORTH FIRST EAST STREET,,PRESTON,ID,83263,FRANKLIN,42.09765,-111.87298,20.0,,20.0,0.3,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,2283263,4515.0,131322.0,2283263.0,16041
2941,LIFESTREAM BEHAVIORAL CENTER,PSYCHIATRIC,2020 TALLY RD,,LEESBURG,FL,34748,LAKE,28.8369,-81.89548,46.0,0.0,66.0,0.7391304347826086,,FL AHCA 2020-11-27,FL AHCA 2020-11-27,HCRIS-Total Staffed Beds,FL AHCA 2020-11-27,FL AHCA 2020-11-27,22834748,5097.0,104018.0,22834748.0,12069
2942,THE ORTHOPEDIC SPECIALTY HOSPITAL,GENERAL ACUTE CARE,5848 WEST FASHION BOULEVARD,,MURRAY,UT,84107,SALT LAKE,40.64438,-111.88358000000001,40.0,,40.0,0.2,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,2284107,3880.0,460049.0,2284107.0,49035
2943,CARONDELET HOLY CROSS HOSPITAL,GENERAL ACUTE CARE,1171 W. TARGET RANGE ROAD,,NOGALES,AZ,85621,SANTA CRUZ,31.340290000000003,-110.95975,25.0,,25.0,0.39,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,2285621,187.0,31313.0,2285621.0,04023
2944,MARGARET R. PARDEE MEMORIAL HOSPITAL,GENERAL ACUTE CARE,800 NORTH JUSTICE STREET,,HENDERSONVILLE,NC,28791,HENDERSON,35.32031,-82.46708000000001,160.0,13.0,222.0,0.53423,,DH-NUM_STAFFE,DH-NUM_ICU_BE,DH-NUM_LICENS,DH-BED_UTILIZ,None,228791,2786.0,,228791.0,37089
2945,ROOSEVELT GENERAL HOSPITAL,GENERAL ACUTE CARE,42121 UNITED STATES HIGHWAY 70,,PORTALES,NM,88130,ROOSEVELT,34.1689,-103.36225999999999,20.0,,24.0,0.12,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,2288130,2561.0,320084.0,2288130.0,35041
2946,SUNRISE HOSPITAL AND MEDICAL CENTER,GENERAL ACUTE CARE,3186 MARYLAND PARKWAY,,LAS VEGAS,NV,89169,CLARK,36.13261,-115.13547,554.0,84.0,719.0,0.88,0.83,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,2289169,2415.0,290003.0,2289169.0,32003
2947,KERN VALLEY HEALTHCARE DISTRICT,GENERAL ACUTE CARE,6412 LAUREL AVENUE,,LAKE ISABELLA,CA,93240,KERN,35.63503,-118.40699,24.0,,27.0,0.255822,,DH-NUM_STAFFE,None,DH-NUM_LICENS,DH-BED_UTILIZ,None,22893240,304.0,,22893240.0,06029
2948,MOUNT NITTANY MEDICAL CENTER,GENERAL ACUTE CARE,1800 EAST PARK AVENUE,,STATE COLLEGE,PA,16803,CENTRE,40.81855,-77.84259,248.0,,260.0,0.52,,HCRIS-Total Staffed Beds,None,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,None,22916803,3228.0,390268.0,22916803.0,42027
2949,MARY BLACK HEALTH SYSTEM SPARTANBURG,GENERAL ACUTE CARE,1700 SKYLYN DR,PO BOX 3217,SPARTANBURG,SC,29307,SPARTANBURG,34.97841,-81.89551999999999,112.0,18.0,207.0,0.5058715062111802,0.3505434782608696,HCRIS-Total Staffed Beds,HCRIS-ICU Total Staffed Beds,DH-NUM_LICENS,HCRIS-Total Bed Occupancy Rate,HCRIS-ICU Occupancy Rate,229307,3405.0,420083.0,229307.0,45083
2950,LOWER KEYS MEDICAL CENTER,GENERAL ACUTE CARE,5900 COLLEGE RD,,KEY WEST,FL,33040,MONROE,24.580820000000003,-81.74258,73.0,8.0,118.0,0.2876712328767123,0.625,FL AHCA 2020-11-27,FL AHCA 2020-11-27,DH-NUM_LICENS,FL AHCA 2020-11-27,FL AHCA 2020-11-27,22933040,795.0,100150.0,22933040.0,12087
2951,DEPARTMENT OF STATE HOSPITAL - ATASCADERO,PSYCHIATRIC,10333 EL CAMINO REAL,,ATASCADERO,CA,93423,SAN LUIS OBISPO,35.462720000000004,-120.63488999999998,1184.0,,1184.0,,,DH-NUM_STAFFE,None,DH-NUM_STAFFE,None,None,2293423,5581.0,,2293423.0,06079
